v3id	name	type	v4id
GRMZM2G417229	ZmZHD12	ZF-HD	Zm00001d017784
GRMZM2G169884	ZmCA3P3	NF-YB	Zm00001d042197
GRMZM2G071196	ZmOrphan202	NA	Zm00001d052852
GRMZM2G076636	ZmbHLH99	bHLH	Zm00001d009013
GRMZM2G175280	ZmbZIP127	bZIP	Zm00001d031723
GRMZM2G093595	ZmEREB164	ERF	Zm00001d038001
GRMZM2G028608	ZmGRAS51	GRAS	Zm00001d003553
GRMZM2G056407	ZmMYB94	MYB	Zm00001d022227
GRMZM2G005112	ZmMYBR46	MYB_related	Zm00001d042849
GRMZM2G148561	ZmWRKY94	WRKY	Zm00001d050195
GRMZM2G045560	ZmWRKY66	NA	NA
GRMZM2G056400	ZmGLK40	G2-like	Zm00001d032249
GRMZM2G150841	ZmMYB23	MYB	Zm00001d022259
GRMZM2G158313	ZmbZIP89	bZIP	Zm00001d016154
GRMZM2G048826	ZmNAC92	NAC	Zm00001d050039
GRMZM2G117497	ZmMYBR47	MYB_related	Zm00001d039049
GRMZM2G146380	ZmNAC30	NAC	Zm00001d016950
GRMZM2G381378	ZmWRKY17	WRKY	Zm00001d022437
GRMZM2G052045	ZmMADS22	M-type_MADS	Zm00001d032218
GRMZM2G155043	ZmbHLH28	bHLH	Zm00001d033413
GRMZM2G173090	ZmHSF12	HSF	Zm00001d046204
GRMZM2G073357	ZmMADS58	M-type_MADS	Zm00001d038015
GRMZM2G026417	ZmGBP18	GeBP	Zm00001d029287
GRMZM2G157219	ZmTHX1	Trihelix	Zm00001d038994
GRMZM2G175265	ZmMYBR48	MYB_related	Zm00001d024547
GRMZM2G013398	ZmCOL6	CO-like	Zm00001d045804
GRMZM2G456568	ZmNAC112	NAC	Zm00001d038227
GRMZM2G013391	ZmWRKY111	WRKY	Zm00001d012746
GRMZM2G074438	ZmbHLH142	bHLH	Zm00001d036807
GRMZM2G478965	ZmEREB166	ERF	Zm00001d019098
GRMZM2G176340	ZmTUB6	NA	Zm00001d051568
GRMZM2G453296	ZmOrphan204	NA	Zm00001d033662
GRMZM2G322490	ZmMYB96	MYB	Zm00001d009184
GRMZM2G042278	ZmNLP15	Nin-like	Zm00001d015201
GRMZM2G434157	ZmOrphan205	NA	NA
GRMZM2G047715	ZmHB56	HD-ZIP	Zm00001d050834
GRMZM2G076602	ZmEREB212	AP2	Zm00001d026448
GRMZM2G144188	ZmDOF31	Dof	Zm00001d012963
GRMZM2G353553	ZmbZIP78	bZIP	Zm00001d029711
GRMZM2G016649	ZmTHX12	Trihelix	Zm00001d002801
GRMZM2G415012	ZmOrphan206	NA	Zm00001d006580
GRMZM2G306610	ZmMADS46	M-type_MADS	Zm00001d009198
GRMZM2G119640	ZmC3H1	C3H	Zm00001d053841
GRMZM2G458728	ZmHB6	TALE	Zm00001d053151
GRMZM2G019907	ZmbZIP56	bZIP	Zm00001d043153
GRMZM5G868875	ZmGBP19	GeBP	Zm00001d013138
GRMZM2G092465	ZmNAC123	NAC	Zm00001d035084
GRMZM2G144172	ZmDOF33	Dof	Zm00001d012963
GRMZM2G016637	ZmTHX5	Trihelix	Zm00001d035457
GRMZM2G165488	ZmCA2P10	NF-YA	Zm00001d013676
GRMZM5G866699	ZmCADR8	NF-YB	Zm00001d012445
GRMZM2G176327	ZmMYB110	MYB	Zm00001d007191
GRMZM2G085974	ZmOrphan207	NA	Zm00001d032691
GRMZM2G095727	ZmOrphan208	NA	Zm00001d047761
GRMZM2G067921	ZmbZIP2	bZIP	Zm00001d022613
GRMZM2G475678	ZmEREB61	ERF	Zm00001d002760
GRMZM2G175232	ZmMYB99	MYB	Zm00001d038878
GRMZM2G457624	ZmOrphan209	NA	Zm00001d008563
GRMZM2G023119	ZmTHX7	Trihelix	Zm00001d030350
GRMZM2G423292	ZmGBP20	GeBP	Zm00001d049991
GRMZM2G042250	ZmHB58	HD-ZIP	Zm00001d027317
GRMZM2G064655	ZmDOF34	Dof	Zm00001d006463
GRMZM2G109879	ZmABI28	B3	Zm00001d004358
AC186606.4_FG003	ZmbZIP126	bZIP	Zm00001d031272
GRMZM2G006871	ZmGBP11	GeBP	Zm00001d024905
GRMZM2G085964	ZmEREB69	ERF	Zm00001d037941
GRMZM2G113098	ZmGATA16	GATA	Zm00001d029896
GRMZM2G119623	ZmOrphan210	NA	Zm00001d016332
GRMZM2G015534	ZmbZIP1	bZIP	Zm00001d018971
GRMZM2G067910	ZmOrphan211	NA	Zm00001d053259
GRMZM2G169825	ZmOrphan212	NA	Zm00001d033941
GRMZM2G452178	ZmHB61	TALE	Zm00001d007842
GRMZM2G354618	ZmbHLH85	bHLH	Zm00001d049721
GRMZM2G169820	ZmARF1	ARF	Zm00001d031522
GRMZM2G060290	ZmbZIP70	bZIP	Zm00001d046751
GRMZM2G163291	ZmMYBR80	MYB_related	Zm00001d039750
GRMZM2G314882	ZmbHLH128	bHLH	Zm00001d054038
AC233888.1_FG002	ZmCOL7	CO-like	Zm00001d025770
GRMZM2G109869	ZmGRAS52	GRAS	Zm00001d002573
GRMZM5G839969	ZmMADS66	M-type_MADS	Zm00001d016791
GRMZM5G845366	ZmC3H27	C3H	Zm00001d013497
GRMZM2G012262	ZmWHIRLY2	Whirly	Zm00001d053855
GRMZM2G148506	ZmE2F15	E2F/DP	Zm00001d026355
GRMZM2G090264	ZmOrphan213	NA	Zm00001d032381
GRMZM2G033570	ZmEIL1	EIL	Zm00001d028974
GRMZM2G031398	ZmNLP3	Nin-like	Zm00001d003176
AC198403.3_FG001	ZmEREB106	ERF	Zm00001d048991
GRMZM2G036837	ZmC3H28	C3H	Zm00001d008322
GRMZM2G106591	ZmEREB145	ERF	Zm00001d036889
GRMZM5G818643	ZmbHLH86	bHLH	Zm00001d020826
GRMZM2G064638	ZmbHLH139	bHLH	Zm00001d016095
GRMZM2G070034	ZmMADS76	MIKC_MADS	Zm00001d047356
GRMZM2G064630	ZmMYB7	MYB	Zm00001d006922
AC203865.3_FG001	ZmCPP13	CPP	Zm00001d041444
GRMZM2G044408	ZmMADS26	M-type_MADS	Zm00001d017932
GRMZM2G113078	ZmEREB117	AP2	Zm00001d011134
GRMZM2G351330	ZmHB66	HD-ZIP	Zm00001d002799
GRMZM2G107672	ZmbHLH37	bHLH	Zm00001d004007
GRMZM2G037910	ZmbZIP46	bZIP	Zm00001d006157
GRMZM5G887975	ZmGATA21	GATA	Zm00001d009604
GRMZM2G071112	ZmZHD13	ZF-HD	Zm00001d020459
GRMZM2G064628	ZmTCP18	TCP	Zm00001d020433
GRMZM2G024898	ZmWRKY70	WRKY	Zm00001d002452
GRMZM2G052699	ZmOrphan214	NA	Zm00001d016894
AC194362.3_FG003	ZmWRKY5	WRKY	Zm00001d044680
GRMZM5G816457	ZmWRKY72	WRKY	Zm00001d003331
GRMZM2G143046	ZmMYB100	MYB	Zm00001d030644
AC213666.3_FG003	ZmEREB70	ERF	Zm00001d049309
GRMZM2G089050	ZmC3H29	C3H	Zm00001d014705
GRMZM2G091331	ZmWRKY14	WRKY	Zm00001d026252
GRMZM5G814279	ZmMADS74	MIKC_MADS	Zm00001d044899
GRMZM2G164359	ZmC3H43	C3H	Zm00001d053397
GRMZM2G004663	ZmNLP16	Nin-like	Zm00001d041160
GRMZM2G083759	ZmOrphan215	NA	Zm00001d005769
GRMZM2G425430	ZmWRKY75	WRKY	Zm00001d029564
GRMZM2G113060	ZmEREB71	ERF	Zm00001d048208
GRMZM2G042218	ZmDOF38	Dof	Zm00001d012280
GRMZM2G060265	ZmGRAS53	GRAS	Zm00001d027292
GRMZM2G135461	ZmTCP22	TCP	Zm00001d051154
GRMZM2G139815	ZmWRKY37	WRKY	Zm00001d020136
GRMZM2G041127	ZmHB54	HD-ZIP	Zm00001d005951
GRMZM2G104396	ZmCA2P12	NF-YA	Zm00001d041491
GRMZM2G034638	ZmTCP20	TCP	Zm00001d011985
GRMZM2G030280	ZmbZIP72	bZIP	Zm00001d008225
GRMZM2G063522	ZmNAC113	NAC	Zm00001d014405
GRMZM2G104390	ZmGATA2	GATA	Zm00001d009193
GRMZM2G425427	ZmMYB101	MYB	Zm00001d024725
GRMZM2G090230	ZmGLK41	G2-like	Zm00001d026106
GRMZM2G164341	ZmbHLH92	bHLH	Zm00001d011187
GRMZM2G135452	ZmEREB72	ERF	Zm00001d035835
GRMZM2G106560	ZmWRKY108	WRKY	Zm00001d007329
GRMZM2G342647	ZmNAC52	NAC	Zm00001d008801
GRMZM2G163251	ZmNAC7	NAC	Zm00001d034277
GRMZM2G092409	ZmGBP7	GeBP	Zm00001d020688
GRMZM2G313756	ZmbHLH100	bHLH	Zm00001d025205
GRMZM2G379005	ZmGATA4	GATA	Zm00001d051981
GRMZM2G313754	ZmOrphan216	NA	Zm00001d003074
GRMZM2G030272	ZmWRKY32	WRKY	Zm00001d028962
GRMZM2G024871	ZmEREB74	ERF	Zm00001d014113
GRMZM2G114137	ZmCOL8	CO-like	Zm00001d013443
GRMZM2G132185	ZmEREB83	ERF	Zm00001d012585
GRMZM2G052671	ZmWRKY71	WRKY	Zm00001d006001
GRMZM2G005732	ZmOrphan217	NA	Zm00001d022590
GRMZM2G050495	ZmALF10	NA	Zm00001d025504
GRMZM2G135447	ZmHB8	TALE	Zm00001d034212
GRMZM2G003558	ZmEIL2	EIL	Zm00001d007188
GRMZM2G060249	ZmEREB75	ERF	NA
GRMZM2G073982	ZmEREB33	AP2	Zm00001d045378
GRMZM2G106558	ZmMYB146	MYB	Zm00001d032240
GRMZM2G135446	ZmOrphan218	NA	Zm00001d004875
GRMZM2G004641	ZmHB64	TALE	Zm00001d027802
GRMZM2G135444	ZmOrphan219	NA	Zm00001d020726
GRMZM2G003551	ZmWRKY118	WRKY	Zm00001d045283
GRMZM2G144109	ZmOrphan220	NA	Zm00001d012962
GRMZM2G128953	ZmMADS28	MIKC_MADS	Zm00001d047742
GRMZM2G451035	ZmWRKY76	WRKY	Zm00001d052358
AC233853.1_FG002	ZmbZIP117	bZIP	Zm00001d039383
GRMZM2G156756	ZmSBP17	SBP	Zm00001d034730
GRMZM2G445634	ZmZIM16	NA	Zm00001d027901
GRMZM2G081557	ZmMYB9	MYB	Zm00001d026197
GRMZM2G052667	ZmEREB102	ERF	Zm00001d020595
GRMZM2G451031	ZmEREB77	AP2	Zm00001d043116
GRMZM2G133262	ZmARR5	ARR-B	Zm00001d014723
GRMZM2G035701	ZmABI19	B3	Zm00001d011712
GRMZM2G155662	ZmWHIRLY1	Whirly	Zm00001d036148
GRMZM2G022686	ZmMYB154	MYB	Zm00001d047671
GRMZM2G106548	ZmGRAS54	GRAS	Zm00001d021826
GRMZM2G163233	ZmbHLH66	bHLH	Zm00001d006565
GRMZM2G313737	ZmABI20	B3	Zm00001d011745
GRMZM2G127857	ZmMYB39	MYB	Zm00001d051149
GRMZM2G082630	ZmbHLH170	bHLH	Zm00001d031818
GRMZM2G370425	ZmGLK42	G2-like	Zm00001d041376
GRMZM2G011119	ZmbZIP63	NA	NA
GRMZM2G392823	ZmMYB102	MYB	Zm00001d013931
GRMZM2G089010	ZmOrphan221	NA	Zm00001d004372
GRMZM2G011110	ZmEREB13	ERF	Zm00001d052152
GRMZM2G158918	ZmALF11	NA	Zm00001d010241
GRMZM2G083717	ZmWRKY10	WRKY	Zm00001d034888
GRMZM2G181276	ZmOrphan222	NA	Zm00001d033082
GRMZM2G390641	ZmARF21	ARF	Zm00001d000358
GRMZM2G175870	ZmbZIP73	bZIP	Zm00001d038574
GRMZM2G156737	ZmEREB89	ERF	Zm00001d049889
GRMZM2G042895	ZmbHLH116	bHLH	Zm00001d024522
GRMZM2G151295	ZmbZIP124	bZIP	Zm00001d047519
GRMZM2G174784	ZmEREB197	AP2	Zm00001d002075
GRMZM2G042893	ZmbHLH144	bHLH	Zm00001d004095
GRMZM5G857944	ZmCA2P13	NF-YA	Zm00001d018255
AC216731.3_FG001	ZmbHLH89	bHLH	Zm00001d017804
GRMZM2G421033	ZmEREB156	ERF	Zm00001d026447
GRMZM2G004619	ZmGRF2	GRF	Zm00001d006348
GRMZM2G010017	ZmOrphan223	NA	Zm00001d048359
GRMZM2G113016	ZmOrphan224	NA	Zm00001d022565
GRMZM2G460396	ZmOrphan225	NA	Zm00001d013276
GRMZM2G465835	ZmNAC31	NAC	Zm00001d038289
GRMZM5G836628	ZmOrphan226	NA	Zm00001d007207
GRMZM2G021573	ZmEREB161	AP2	Zm00001d048004
GRMZM2G060216	ZmbZIP11	bZIP	Zm00001d042777
GRMZM2G135410	ZmMYBR93	NA	Zm00001d003284
GRMZM2G031323	ZmMYB105	MYB	Zm00001d021761
GRMZM2G174776	ZmCA5P14	NF-YC	Zm00001d052838
GRMZM2G053722	ZmOrphan227	NA	Zm00001d053313
GRMZM2G302873	ZmOrphan228	NA	NA
GRMZM2G104342	ZmGRAS55	GRAS	Zm00001d013385
GRMZM2G173680	ZmWRKY110	WRKY	Zm00001d041397
GRMZM2G432583	ZmWRKY44	WRKY	Zm00001d010617
GRMZM2G125653	ZmWRKY53	WRKY	Zm00001d020492
GRMZM5G842019	ZmC3H32	C3H	Zm00001d021831
GRMZM2G102161	ZmMADS8	MIKC_MADS	Zm00001d048082
GRMZM2G124566	ZmGRF9	GRF	Zm00001d051456
GRMZM2G153454	ZmbHLH90	bHLH	Zm00001d021748
GRMZM2G099461	ZmCA5P15	NF-YC	Zm00001d039581
GRMZM2G060206	ZmEREB78	ERF	Zm00001d049903
GRMZM2G175856	ZmEREB79	ERF	Zm00001d031728
GRMZM2G003514	ZmMADS5	MIKC_MADS	Zm00001d051465
GRMZM2G181254	ZmARF32	ARF	Zm00001d030803
GRMZM2G069486	ZmBZR5	BES1	Zm00001d053975
GRMZM2G180168	ZmABI23	B3	Zm00001d024545
GRMZM2G162119	ZmC3H44	NA	Zm00001d041639
GRMZM2G163200	ZmGATA24	GATA	Zm00001d018421
GRMZM2G416708	ZmMYBR49	MYB_related	Zm00001d040385
GRMZM2G053713	ZmOrphan229	NA	Zm00001d007530
GRMZM2G386163	ZmNAC56	NAC	Zm00001d020982
GRMZM2G070673	ZmOrphan230	NA	Zm00001d032932
GRMZM2G416701	ZmEREB81	AP2	Zm00001d035512
GRMZM5G856837	ZmbHLH129	bHLH	Zm00001d014995
GRMZM2G103247	ZmOrphan231	NA	Zm00001d047807
GRMZM2G172586	ZmZHD14	ZF-HD	Zm00001d023289
AC233871.1_FG008	ZmC3H33	C3H	Zm00001d021831
GRMZM2G378580	ZmARF13	ARF	Zm00001d049295
GRMZM2G003509	ZmHB119	HD-ZIP	Zm00001d031061
AC205484.3_FG005	ZmNAC58	NAC	Zm00001d050870
GRMZM2G151266	ZmHB65	HB-other	Zm00001d034515
GRMZM2G097275	ZmSBP27	SBP	Zm00001d015233
GRMZM2G123461	ZmABI27	B3	Zm00001d031225
GRMZM2G463630	ZmOrphan232	NA	Zm00001d000139
GRMZM2G052616	ZmGATA27	GATA	Zm00001d040775
GRMZM2G404769	ZmE2F8	E2F/DP	Zm00001d016907
GRMZM2G051528	ZmMYB95	MYB	Zm00001d009088
GRMZM2G172575	ZmMYB107	MYB	Zm00001d023287
GRMZM2G458087	ZmTCP17	TCP	Zm00001d025250
GRMZM2G077045	ZmNAC64	NAC	Zm00001d028178
GRMZM5G803355	ZmMYB51	MYB	Zm00001d041818
GRMZM2G101058	ZmGATA28	GATA	Zm00001d047081
GRMZM2G701218	ZmGLK43	G2-like	Zm00001d038527
GRMZM2G124540	ZmGLK44	G2-like	Zm00001d034160
GRMZM2G435824	ZmNAC85	NAC	Zm00001d025483
GRMZM2G017087	ZmHB1	TALE	Zm00001d033859
GRMZM2G151254	ZmOrphan233	NA	Zm00001d036395
GRMZM2G161009	ZmbZIP96	bZIP	Zm00001d010638
GRMZM2G105400	ZmOrphan234	NA	Zm00001d016898
GRMZM5G880268	ZmDOF5	Dof	Zm00001d011058
GRMZM2G052606	ZmMYB109	MYB	Zm00001d023931
GRMZM2G379656	ZmGLK45	G2-like	Zm00001d032784
GRMZM2G011789	ZmCADR1	NF-YB	Zm00001d017898
GRMZM2G096171	ZmOrphan235	NA	Zm00001d050768
GRMZM2G379652	ZmEREB153	ERF	Zm00001d019096
GRMZM2G089686	ZmMYB165	MYB	Zm00001d048383
GRMZM5G885700	ZmC2H133	C2H2	Zm00001d016793
AC210616.4_FG005	ZmEIL5	EIL	Zm00001d050861
GRMZM2G091964	ZmCA2P16	NF-YA	Zm00001d033602
GRMZM2G175827	ZmGLK46	G2-like	Zm00001d050350
GRMZM2G481668	ZmEREB84	ERF	Zm00001d038216
GRMZM5G852454	ZmOrphan236	NA	NA
GRMZM2G023708	ZmEREB125	ERF	Zm00001d025298
GRMZM2G049229	ZmbHLH91	bHLH	Zm00001d047017
GRMZM2G459156	ZmNAC68	NAC	Zm00001d045616
GRMZM2G095078	ZmbZIP30	bZIP	Zm00001d019166
GRMZM2G327263	ZmZIM17	NA	Zm00001d044707
GRMZM2G040664	ZmEREB86	ERF	Zm00001d025910
GRMZM2G171468	ZmGLK8	G2-like	Zm00001d013202
GRMZM2G048136	ZmMYB88	MYB	Zm00001d048623
GRMZM2G114775	ZmGATA18	GATA	Zm00001d034751
GRMZM2G171464	ZmbHLH131	bHLH	Zm00001d048478
GRMZM2G337011	ZmMYBR50	MYB_related	Zm00001d002281
GRMZM2G124524	ZmEREB85	AP2	Zm00001d005016
GRMZM2G041746	ZmNAC116	NAC	Zm00001d037029
GRMZM2G115859	ZmMYB111	MYB	Zm00001d005784
GRMZM5G805505	ZmEREB87	ERF	Zm00001d002761
GRMZM2G173633	ZmMYB84	MYB	Zm00001d025664
GRMZM2G144744	ZmGRAS8	GRAS	Zm00001d033680
GRMZM2G120167	ZmbZIP119	bZIP	Zm00001d049135
GRMZM2G037286	ZmGRAS56	GRAS	Zm00001d038518
GRMZM2G089662	ZmGRAS57	GRAS	Zm00001d035670
GRMZM2G047038	ZmMYBR53	NA	Zm00001d033825
GRMZM2G152319	ZmMYBR54	MYB_related	Zm00001d047960
GRMZM2G058595	ZmOrphan237	NA	Zm00001d023314
GRMZM2G060876	ZmEREB73	ERF	NA
GRMZM5G893976	ZmALF12	NA	Zm00001d008646
GRMZM2G151223	ZmOrphan238	NA	Zm00001d017977
GRMZM2G031983	ZmGATA15	GATA	Zm00001d016361
GRMZM2G009478	ZmbHLH157	bHLH	Zm00001d005969
GRMZM2G040642	ZmOrphan239	NA	Zm00001d011364
GRMZM2G099408	ZmMADS25	M-type_MADS	Zm00001d048894
GRMZM2G010669	ZmMADS23	MIKC_MADS	Zm00001d023955
GRMZM2G077002	ZmGATA5	GATA	Zm00001d002790
GRMZM2G168079	ZmbZIP75	bZIP	Zm00001d012296
GRMZM2G059678	ZmCPP11	CPP	Zm00001d043378
GRMZM2G120151	ZmTCP23	TCP	Zm00001d038683
GRMZM2G143640	ZmMYBR55	MYB_related	Zm00001d012285
GRMZM2G018138	ZmEREB88	ERF	Zm00001d021214
GRMZM2G058588	ZmSBP28	SBP	Zm00001d026491
GRMZM2G398758	ZmMYBR56	MYB_related	Zm00001d007883
GRMZM2G035092	ZmMADS53	M-type_MADS	Zm00001d042550
GRMZM5G892879	ZmOrphan240	NA	Zm00001d038861
GRMZM2G068330	ZmZHD1	ZF-HD	Zm00001d049000
GRMZM2G030882	ZmOrphan241	NA	Zm00001d048437
GRMZM2G066158	ZmEREB93	ERF	Zm00001d010676
GRMZM2G132794	ZmGRAS58	GRAS	Zm00001d029607
GRMZM5G803308	ZmMYB112	MYB	Zm00001d046632
GRMZM2G161680	ZmCA5P3	NF-YC	Zm00001d036648
GRMZM2G089640	ZmARF22	NA	Zm00001d036593
GRMZM2G090837	ZmMYB113	MYB	Zm00001d005307
GRMZM2G008374	ZmNAC24	NAC	Zm00001d006053
GRMZM2G403620	ZmMYB143	MYB	Zm00001d030737
AC204621.4_FG006	ZmGRAS59	GRAS	Zm00001d048624
GRMZM2G139174	ZmMYBR57	MYB_related	Zm00001d039119
GRMZM2G058573	ZmOrphan242	NA	Zm00001d025705
GRMZM2G151205	ZmMYB114	MYB	Zm00001d011739
GRMZM2G031963	ZmWRKY59	WRKY	Zm00001d025669
GRMZM2G379608	ZmNAC69	NAC	Zm00001d037315
GRMZM2G030877	ZmbZIP79	bZIP	Zm00001d052543
GRMZM2G159399	ZmARF17	ARF	Zm00001d014013
GRMZM2G028594	ZmOrphan243	DBB	Zm00001d045323
GRMZM2G159397	ZmMADS6	MIKC_MADS	Zm00001d031620
GRMZM2G089638	ZmTCP31	TCP	Zm00001d041866
GRMZM2G169149	ZmWRKY104	WRKY	Zm00001d020495
GRMZM2G089636	ZmGRAS60	GRAS	Zm00001d035671
GRMZM2G171428	ZmWRKY61	WRKY	Zm00001d047309
GRMZM2G366584	ZmCPP6	CPP	Zm00001d033274
GRMZM2G140355	ZmbZIP80	bZIP	Zm00001d046402
GRMZM2G163843	ZmNAC134	NAC	Zm00001d011589
GRMZM2G163841	ZmNAC72	NAC	Zm00001d011590
GRMZM2G423833	ZmMYB115	MYB	Zm00001d000361
GRMZM2G041701	ZmE2F16	E2F/DP	Zm00001d050664
GRMZM2G161666	ZmMADS51	MIKC_MADS	Zm00001d047355
GRMZM2G172506	ZmOrphan244	NA	Zm00001d033344
GRMZM2G472945	ZmTUB8	NA	Zm00001d015485
GRMZM2G008356	ZmABI22	B3	Zm00001d021790
GRMZM2G112548	ZmNAC74	NAC	Zm00001d013151
GRMZM2G102790	ZmMYB57	MYB	Zm00001d035918
GRMZM2G170322	ZmMYBR58	MYB_related	Zm00001d051480
GRMZM2G060834	ZmGLK47	G2-like	Zm00001d017702
GRMZM2G162749	ZmDOF21	Dof	Zm00001d027846
AC234203.1_FG011	ZmEIL3	EIL	Zm00001d031445
GRMZM2G089619	ZmZHD15	ZF-HD	Zm00001d003645
GRMZM2G316366	ZmMADS19	M-type_MADS	Zm00001d016957
GRMZM2G317450	ZmbHLH156	bHLH	Zm00001d017908
GRMZM2G084173	ZmABI29	NA	Zm00001d036079
GRMZM2G160565	ZmMADS12	MIKC_MADS	Zm00001d017614
GRMZM2G088524	ZmMYBR32	MYB_related	Zm00001d029963
GRMZM2G468479	ZmMYBR22	MYB_related	Zm00001d039475
AC198725.4_FG009	ZmWRKY64	WRKY	Zm00001d044162
GRMZM2G130580	ZmOrphan245	NA	Zm00001d014110
GRMZM2G162739	ZmNAC5	NAC	Zm00001d005208
GRMZM2G466292	ZmARID7	NA	Zm00001d014900
GRMZM2G410797	ZmOrphan246	NA	Zm00001d038457
GRMZM2G343068	ZmMYB116	MYB	Zm00001d036577
GRMZM2G164909	ZmHSF8	HSF	Zm00001d031736
GRMZM2G061906	ZmbHLH118	bHLH	Zm00001d038357
GRMZM2G469551	ZmHB69	HD-ZIP	Zm00001d032681
GRMZM2G098986	ZmMADS77	M-type_MADS	Zm00001d031625
GRMZM2G058531	ZmOrphan247	NA	Zm00001d023313
GRMZM2G163813	ZmSBP19	SBP	Zm00001d053775
GRMZM2G100593	ZmNAC59	NAC	Zm00001d018038
GRMZM2G397616	ZmGATA26	GATA	Zm00001d009668
GRMZM2G005066	ZmMYB1	MYB	Zm00001d044975
GRMZM2G159357	ZmHB99	HB-other	Zm00001d043915
GRMZM2G396527	ZmHB70	HD-ZIP	Zm00001d025964
GRMZM2G038303	ZmCA2P15	NF-YA	Zm00001d022109
GRMZM2G055263	ZmGRAS61	GRAS	Zm00001d028526
GRMZM2G157177	ZmbZIP115	bZIP	Zm00001d028372
GRMZM5G887276	ZmGLK48	G2-like	Zm00001d027492
GRMZM2G156088	ZmALF14	NA	Zm00001d025491
GRMZM2G417164	ZmbHLH82	bHLH	Zm00001d009778
GRMZM2G313078	ZmGRAS62	GRAS	Zm00001d038609
GRMZM2G392168	ZmTHX2	Trihelix	Zm00001d025514
GRMZM2G100583	ZmNAC75	NAC	Zm00001d049860
AC207656.3_FG002	ZmARF19	ARF	Zm00001d014507
GRMZM2G110333	ZmEREB90	ERF	Zm00001d018305
GRMZM2G121897	ZmCADR10	NA	NA
GRMZM2G009406	ZmDOF2	Dof	Zm00001d005970
GRMZM2G001930	ZmbHLH149	bHLH	Zm00001d030028
GRMZM2G000842	ZmbZIP87	bZIP	Zm00001d038296
GRMZM2G158252	ZmOrphan248	NA	Zm00001d014297
AC190609.3_FG001	ZmbZIP81	bZIP	Zm00001d052717
GRMZM2G037200	ZmC3H34	C3H	Zm00001d017595
GRMZM2G058518	ZmNAC82	NAC	Zm00001d043921
GRMZM2G168002	ZmGLK49	G2-like	Zm00001d050404
GRMZM5G828396	ZmbHLH81	bHLH	Zm00001d031561
GRMZM2G031905	ZmTCP32	TCP	Zm00001d035482
GRMZM2G162709	ZmMYB137	MYB	Zm00001d040019
GRMZM2G111415	ZmEREB15	ERF	Zm00001d052026
GRMZM5G830671	ZmHB81	HD-ZIP	Zm00001d036510
GRMZM2G177386	ZmOrphan249	NA	Zm00001d038846
GRMZM2G079825	ZmEREB91	ERF	Zm00001d003871
GRMZM2G055243	ZmHB72	TALE	Zm00001d046568
GRMZM2G084130	ZmDOF24	Dof	Zm00001d013200
GRMZM2G314145	ZmZIM25	NA	Zm00001d037082
GRMZM2G412937	ZmOrphan250	NA	Zm00001d039192
GRMZM2G057413	ZmbHLH126	bHLH	Zm00001d042062
AC200038.4_FG011	ZmEREB120	ERF	Zm00001d028066
GRMZM2G074373	ZmbZIP3	bZIP	Zm00001d041142
GRMZM2G068973	ZmNAC23	NAC	Zm00001d012527
GRMZM2G176289	ZmbHLH11	bHLH	Zm00001d051569
AC198979.4_FG009	ZmEREB95	ERF	Zm00001d027687
GRMZM2G326783	ZmTHX29	Trihelix	Zm00001d047589
GRMZM2G336533	ZmNAC60	NAC	Zm00001d013003
GRMZM2G057408	ZmMYBR77	MYB_related	Zm00001d036632
GRMZM2G068967	ZmEREB97	ERF	Zm00001d002364
GRMZM2G479980	ZmNAC73	NAC	Zm00001d018773
GRMZM2G000818	ZmMYB11	MYB	Zm00001d022628
GRMZM2G038988	ZmOrphan251	NA	Zm00001d033211
GRMZM2G408462	ZmWRKY74	WRKY	Zm00001d044010
GRMZM2G073272	ZmWRKY78	WRKY	Zm00001d016457
GRMZM2G044382	ZmOrphan252	NA	Zm00001d025548
GRMZM5G807054	ZmOrphan253	NA	Zm00001d023585
GRMZM2G169782	ZmOrphan254	NA	Zm00001d043271
GRMZM2G065692	ZmOrphan255	NA	Zm00001d004771
GRMZM2G438438	ZmZHD5	ZF-HD	Zm00001d032175
GRMZM2G074358	ZmNAC42	NAC	Zm00001d036364
GRMZM2G148467	ZmSBP21	SBP	Zm00001d026175
GRMZM5G878561	ZmSBP22	SBP	Zm00001d042319
GRMZM2G118485	ZmHSF14	HSF	Zm00001d028269
AC198366.3_FG004	ZmGRAS29	GRAS	Zm00001d023248
GRMZM2G146286	ZmCADR11	NF-YB	Zm00001d032328
GRMZM2G054125	ZmWRKY36	WRKY	Zm00001d049173
AC213884.3_FG002	ZmMYB119	MYB	Zm00001d037994
GRMZM2G146283	ZmDOF3	Dof	Zm00001d005100
GRMZM2G042198	ZmCOL14	CO-like	Zm00001d051684
GRMZM2G174083	ZmOrphan256	NA	Zm00001d005366
GRMZM2G457562	ZmEREB113	ERF	Zm00001d010175
GRMZM2G086994	ZmC3H35	C3H	Zm00001d040302
GRMZM2G073258	ZmEREB99	ERF	Zm00001d049058
GRMZM2G148453	ZmOrphan257	NA	Zm00001d017241
GRMZM2G016564	ZmALF16	NA	Zm00001d025492
GRMZM2G045452	ZmOrphan258	NA	Zm00001d004953
GRMZM2G055204	ZmEREB18	ERF	Zm00001d018081
GRMZM2G158204	ZmNAC83	NAC	Zm00001d009244
GRMZM5G899865	ZmbHLH93	bHLH	Zm00001d033729
