TF_ID	Gene_ID	Family	rapdb
LOC_Os10g27380.1	LOC_Os10g27380	NAC	Os10g0413900
LOC_Os10g27390.1	LOC_Os10g27390	NAC	Os10g0414000
LOC_Os10g28340.1	LOC_Os10g28340	HSF	Os10g0419300
LOC_Os10g28340.5	LOC_Os10g28340	HSF	Os10g0419300
LOC_Os10g32070.1	LOC_Os10g32070	GATA	Os10g0458800
LOC_Os10g33760.1	LOC_Os10g33760	NAC	Os10g0477600
LOC_Os10g34884.1	LOC_Os10g34884	FAR1	Os10g0490400
LOC_Os10g35300.1	LOC_Os10g35300	Dof	Os10g0496000
LOC_Os10g35300.2	LOC_Os10g35300	Dof	Os10g0496000
LOC_Os10g36420.1	LOC_Os10g36420	YABBY	Os10g0508300
LOC_Os10g37240.2	LOC_Os10g37240	Trihelix	Os10g0516500
LOC_Os10g37240.3	LOC_Os10g37240	Trihelix	Os10g0516500
LOC_Os10g37240.4	LOC_Os10g37240	Trihelix	Os10g0516500
LOC_Os10g38820.1	LOC_Os10g38820	bZIP	Os10g0531900
LOC_Os10g38834.1	LOC_Os10g38834	NAC	Os10g0532000
LOC_Os10g39750.1	LOC_Os10g39750	bHLH	Os10g0544200
LOC_Os10g40390.1	LOC_Os10g40390	GRAS	Os10g0551200
LOC_Os10g40740.1	LOC_Os10g40740	bHLH	Os10g0556200
LOC_Os10g40810.1	LOC_Os10g40810	GATA	Os10g0557600
LOC_Os10g41460.1	LOC_Os10g41460	Trihelix	Os10g0564200
LOC_Os10g41770.1	LOC_Os10g41770	STAT	Os10g0567300
LOC_Os10g42130.1	LOC_Os10g42130	NAC	Os10g0571600
LOC_Os10g42160.1	LOC_Os10g42160	FAR1	Os10g0571900
LOC_Os10g42430.1	LOC_Os10g42430	bHLH	Os10g0575000
LOC_Os10g42850.1	LOC_Os10g42850	WRKY	Os10g0579400
LOC_Os11g01550.1	LOC_Os11g01550	LBD	Os11g0106900
LOC_Os11g02470.1	LOC_Os11g02470	WRKY	Os11g0116600
LOC_Os11g02480.1	LOC_Os11g02480	WRKY	Os11g0116900
LOC_Os11g02480.2	LOC_Os11g02480	WRKY	Os11g0116900
LOC_Os11g02520.1	LOC_Os11g02520	WRKY	Os11g0117400
LOC_Os11g02530.1	LOC_Os11g02530	WRKY	Os11g0117500
LOC_Os11g02540.1	LOC_Os11g02540	WRKY	Os11g0117550
LOC_Os11g02540.1	LOC_Os11g02540	WRKY	Os11g0117600
LOC_Os11g02964.1	LOC_Os11g02964	FAR1	Os11g0123023
LOC_Os11g02964.1	LOC_Os11g02964	FAR1	Os11g0123066
LOC_Os11g03110.1	LOC_Os11g03110	GRAS	Os11g0124300
LOC_Os11g03300.1	LOC_Os11g03300	NAC	Os11g0126900
LOC_Os11g03310.1	LOC_Os11g03310	NAC	Os11g0127000
LOC_Os11g03370.1	LOC_Os11g03370	NAC	Os11g0127600
LOC_Os11g03420.1	LOC_Os11g03420	ZF-HD	Os11g0128300
LOC_Os11g04360.1	LOC_Os11g04360	NAC	Os11g0139066
LOC_Os11g04400.1	LOC_Os11g04400	GRAS	Os11g0139600
LOC_Os11g04470.1	LOC_Os11g04470	NAC	Os11g0140500
LOC_Os11g04570.1	LOC_Os11g04570	GRAS	Os11g0141500
LOC_Os11g04570.1	LOC_Os11g04570	GRAS	Os11g0141550
LOC_Os11g04590.1	LOC_Os11g04590	GRAS	Os11g0141700
LOC_Os11g04960.1	LOC_Os11g04960	NAC	Os11g0146900
LOC_Os11g05340.1	LOC_Os11g05340	FAR1	Os11g0151002
LOC_Os11g05480.1	LOC_Os11g05480	bZIP	Os11g0152700
LOC_Os11g05614.1	LOC_Os11g05614	NAC	Os11g0154500
LOC_Os11g05640.1	LOC_Os11g05640	bZIP	Os11g0154900
LOC_Os11g06010.1	LOC_Os11g06010	bHLH	Os11g0158500
LOC_Os11g06170.1	LOC_Os11g06170	bZIP	Os11g0160500
LOC_Os11g06170.2	LOC_Os11g06170	bZIP	Os11g0160500
LOC_Os11g06180.1	LOC_Os11g06180	GRAS	Os11g0160550
LOC_Os11g06180.1	LOC_Os11g06180	GRAS	Os11g0160600
LOC_Os11g06410.1	LOC_Os11g06410	Trihelix	Os11g0163500
LOC_Os11g06410.2	LOC_Os11g06410	Trihelix	Os11g0163500
LOC_Os11g06410.3	LOC_Os11g06410	Trihelix	Os11g0163500
LOC_Os11g07460.1	LOC_Os11g07460	TCP	Os11g0175700
LOC_Os11g07700.1	LOC_Os11g07700	NAC	Os11g0179300
LOC_Os11g08210.1	LOC_Os11g08210	NAC	Os11g0184900
LOC_Os11g08410.1	LOC_Os11g08410	GATA	Os11g0187200
LOC_Os11g11100.1	LOC_Os11g11100	bZIP	Os11g0218000
LOC_Os11g11220.1	LOC_Os11g11220	FAR1	None
LOC_Os11g11600.1	LOC_Os11g11600	GRAS	None
LOC_Os11g12490.1	LOC_Os11g12490	FAR1	Os11g0231800
LOC_Os11g13930.1	LOC_Os11g13930	ZF-HD	Os11g0243300
LOC_Os11g14020.1	LOC_Os11g14020	FAR1	Os11g0244900
LOC_Os11g15210.1	LOC_Os11g15210	bHLH	Os11g0258700
LOC_Os11g15755.1	LOC_Os11g15755	FAR1	None
LOC_Os11g16290.1	LOC_Os11g16290	Nin-like	Os11g0264300
LOC_Os11g16290.2	LOC_Os11g16290	Nin-like	Os11g0264300
LOC_Os11g17430.1	LOC_Os11g17430	FAR1	Os11g0274600
LOC_Os11g19030.1	LOC_Os11g19030	FAR1	Os11g0295500
LOC_Os11g19030.1	LOC_Os11g19030	FAR1	Os11g0295600
LOC_Os11g19030.1	LOC_Os11g19030	FAR1	Os11g0295666
LOC_Os11g25560.1	LOC_Os11g25560	bHLH	Os11g0442500
LOC_Os11g29870.1	LOC_Os11g29870	WRKY	Os11g0490900
LOC_Os11g30370.1	LOC_Os11g30370	SBP	Os11g0496600
LOC_Os11g31100.1	LOC_Os11g31100	GRAS	Os11g0507300
LOC_Os11g31330.1	LOC_Os11g31330	NAC	Os11g0512000
LOC_Os11g31340.1	LOC_Os11g31340	NAC	Os11g0512100
LOC_Os11g31360.1	LOC_Os11g31360	NAC	Os11g0512200
LOC_Os11g31370.1	LOC_Os11g31370	NAC	Os11g0512400
LOC_Os11g31380.1	LOC_Os11g31380	NAC	Os11g0512600
LOC_Os11g32100.1	LOC_Os11g32100	bHLH	Os11g0523700
LOC_Os11g34200.1	LOC_Os11g34200	NF-YC	Os11g0544700
LOC_Os11g38870.1	LOC_Os11g38870	bHLH	Os11g0601650
LOC_Os11g38870.1	LOC_Os11g38870	bHLH	Os11g0601700
LOC_Os11g38870.2	LOC_Os11g38870	bHLH	Os11g0601650
LOC_Os11g38870.2	LOC_Os11g38870	bHLH	Os11g0601700
LOC_Os11g39000.1	LOC_Os11g39000	bHLH	Os11g0603000
LOC_Os11g39000.2	LOC_Os11g39000	bHLH	Os11g0603000
LOC_Os11g41640.1	LOC_Os11g41640	bHLH	Os11g0634700
LOC_Os11g45530.1	LOC_Os11g45530	FAR1	Os11g0681200
LOC_Os11g45530.1	LOC_Os11g45530	FAR1	Os11g0681300
LOC_Os11g45850.1	LOC_Os11g45850	WRKY	Os11g0685700
LOC_Os11g45920.1	LOC_Os11g45920	WRKY	Os11g0686250
LOC_Os11g45950.1	LOC_Os11g45950	NAC	Os11g0686700
LOC_Os11g47870.1	LOC_Os11g47870	GRAS	Os11g0705200
LOC_Os11g47890.1	LOC_Os11g47890	GRAS	None
LOC_Os11g47900.1	LOC_Os11g47900	GRAS	Os11g0705900
LOC_Os11g47910.1	LOC_Os11g47910	GRAS	None
LOC_Os11g47920.1	LOC_Os11g47920	GRAS	Os11g0706200
LOC_Os12g01180.1	LOC_Os12g01180	WRKY	Os12g0102300
LOC_Os12g01180.1	LOC_Os12g01180	WRKY	Os12g0102350
LOC_Os12g01550.1	LOC_Os12g01550	LBD	Os12g0106200
LOC_Os12g02090.1	LOC_Os12g02090	TCP	None
LOC_Os12g02400.1	LOC_Os12g02400	WRKY	None
LOC_Os12g02420.1	LOC_Os12g02420	WRKY	Os12g0116400
LOC_Os12g02420.2	LOC_Os12g02420	WRKY	Os12g0116400
LOC_Os12g02440.1	LOC_Os12g02440	WRKY	Os12g0116600
LOC_Os12g02440.2	LOC_Os12g02440	WRKY	Os12g0116600
LOC_Os12g02440.3	LOC_Os12g02440	WRKY	Os12g0116600
LOC_Os12g02440.4	LOC_Os12g02440	WRKY	Os12g0116600
LOC_Os12g02450.1	LOC_Os12g02450	WRKY	Os12g0116700
LOC_Os12g02470.1	LOC_Os12g02470	WRKY	Os12g0116750
LOC_Os12g02470.1	LOC_Os12g02470	WRKY	Os12g0116800
LOC_Os12g02870.1	LOC_Os12g02870	GRAS	Os12g0122000
LOC_Os12g03040.1	LOC_Os12g03040	NAC	Os12g0123700
LOC_Os12g03050.1	LOC_Os12g03050	NAC	Os12g0123800
LOC_Os12g03110.1	LOC_Os12g03110	ZF-HD	Os12g0124500
LOC_Os12g03660.1	LOC_Os12g03660	FAR1	None
LOC_Os12g04200.1	LOC_Os12g04200	GRAS	None
LOC_Os12g04230.1	LOC_Os12g04230	NAC	Os12g0137000
LOC_Os12g04370.1	LOC_Os12g04370	GRAS	Os12g0138100
LOC_Os12g04370.1	LOC_Os12g04370	GRAS	Os12g0138166
LOC_Os12g04380.1	LOC_Os12g04380	GRAS	Os12g0138200
LOC_Os12g05680.1	LOC_Os12g05680	bZIP	Os12g0152900
LOC_Os12g05940.1	LOC_Os12g05940	FAR1	None
LOC_Os12g05990.1	LOC_Os12g05990	NAC	Os12g0156100
LOC_Os12g06010.1	LOC_Os12g06010	bZIP	Os12g0156200
LOC_Os12g06200.1	LOC_Os12g06200	E2F/DP	Os12g0158800
LOC_Os12g06200.2	LOC_Os12g06200	E2F/DP	Os12g0158800
LOC_Os12g06380.1	LOC_Os12g06380	FAR1	Os12g0160900
LOC_Os12g06520.1	LOC_Os12g06520	bZIP	Os12g0162500
LOC_Os12g06540.1	LOC_Os12g06540	GRAS	Os12g0162700
LOC_Os12g06640.1	LOC_Os12g06640	Trihelix	Os12g0163500
LOC_Os12g06640.2	LOC_Os12g06640	Trihelix	Os12g0163500
LOC_Os12g07120.1	LOC_Os12g07120	GATA	Os12g0168800
LOC_Os12g07480.1	LOC_Os12g07480	TCP	Os12g0173300
LOC_Os12g07790.1	LOC_Os12g07790	NAC	Os12g0177550
LOC_Os12g07790.1	LOC_Os12g07790	NAC	Os12g0177600
LOC_Os12g09250.1	LOC_Os12g09250	bZIP	Os12g0194600
LOC_Os12g10630.1	LOC_Os12g10630	ZF-HD	Os12g0208900
LOC_Os12g12380.1	LOC_Os12g12380	FAR1	Os12g0225300
LOC_Os12g12380.2	LOC_Os12g12380	FAR1	Os12g0225300
LOC_Os12g12380.3	LOC_Os12g12380	FAR1	Os12g0225300
LOC_Os12g12970.1	LOC_Os12g12970	Nin-like	Os12g0231500
LOC_Os12g13170.1	LOC_Os12g13170	bZIP	Os12g0233800
LOC_Os12g13170.2	LOC_Os12g13170	bZIP	Os12g0233800
LOC_Os12g18910.1	LOC_Os12g18910	FAR1	Os12g0287500
LOC_Os12g18910.1	LOC_Os12g18910	FAR1	Os12g0287550
LOC_Os12g22630.1	LOC_Os12g22630	NAC	Os12g0415000
LOC_Os12g22940.1	LOC_Os12g22940	NAC	Os12g0418300
LOC_Os12g23090.1	LOC_Os12g23090	NAC	Os12g0419600
LOC_Os12g24400.1	LOC_Os12g24400	FAR1	None
LOC_Os12g29330.1	LOC_Os12g29330	NAC	Os12g0477400
LOC_Os12g31430.1	LOC_Os12g31430	bHLH	None
LOC_Os12g32140.1	LOC_Os12g32140	FAR1	None
LOC_Os12g32250.1	LOC_Os12g32250	WRKY	Os12g0507300
LOC_Os12g32250.1	LOC_Os12g32250	WRKY	Os12g0507350
LOC_Os12g32400.1	LOC_Os12g32400	bHLH	Os12g0508500
LOC_Os12g37410.1	LOC_Os12g37410	bZIP	Os12g0560900
LOC_Os12g37415.1	LOC_Os12g37415	bZIP	Os12g0560900
LOC_Os12g38200.1	LOC_Os12g38200	Dof	Os12g0569900
LOC_Os12g38490.1	LOC_Os12g38490	GRAS	Os12g0573200
LOC_Os12g39850.1	LOC_Os12g39850	bHLH	Os12g0589000
LOC_Os12g39990.1	LOC_Os12g39990	Dof	Os12g0590700
LOC_Os12g40570.1	LOC_Os12g40570	WRKY	Os12g0597700
LOC_Os12g40570.2	LOC_Os12g40570	WRKY	Os12g0597700
LOC_Os12g40590.1	LOC_Os12g40590	bHLH	Os12g0597800
LOC_Os12g40630.1	LOC_Os12g40630	bHLH	Os12g0598200
LOC_Os12g40710.1	LOC_Os12g40710	bHLH	Os12g0599000
LOC_Os12g40730.1	LOC_Os12g40730	bHLH	Os12g0599400
LOC_Os12g40730.1	LOC_Os12g40730	bHLH	Os12g0599550
LOC_Os12g40920.1	LOC_Os12g40920	bZIP	Os12g0601800
LOC_Os12g40920.3	LOC_Os12g40920	bZIP	Os12g0601800
LOC_Os12g40920.4	LOC_Os12g40920	bZIP	Os12g0601800
LOC_Os12g41210.1	LOC_Os12g41210	CPP	Os12g0605300
LOC_Os12g41230.1	LOC_Os12g41230	CPP	Os12g0605500
LOC_Os12g41230.2	LOC_Os12g41230	CPP	Os12g0605500
LOC_Os12g41230.3	LOC_Os12g41230	CPP	Os12g0605500
LOC_Os12g41650.2	LOC_Os12g41650	bHLH	Os12g0610200
LOC_Os12g41650.3	LOC_Os12g41650	bHLH	Os12g0610200
LOC_Os12g41650.4	LOC_Os12g41650	bHLH	Os12g0610200
LOC_Os12g41650.5	LOC_Os12g41650	bHLH	Os12g0610200
LOC_Os12g41680.1	LOC_Os12g41680	NAC	Os12g0610600
LOC_Os12g41880.1	LOC_Os12g41880	NF-YA	Os12g0613000
LOC_Os12g41880.2	LOC_Os12g41880	NF-YA	Os12g0613000
LOC_Os12g42190.1	LOC_Os12g42190	TCP	Os12g0616400
LOC_Os12g42400.1	LOC_Os12g42400	NF-YA	Os12g0618600
LOC_Os12g42400.2	LOC_Os12g42400	NF-YA	Os12g0618600
LOC_Os12g42400.3	LOC_Os12g42400	NF-YA	Os12g0618600
LOC_Os12g42400.4	LOC_Os12g42400	NF-YA	Os12g0618600
LOC_Os12g42610.1	LOC_Os12g42610	YABBY	Os12g0621100
LOC_Os12g42970.1	LOC_Os12g42970	GATA	Os12g0624900
LOC_Os12g43530.1	LOC_Os12g43530	NAC	Os12g0630800
LOC_Os12g43620.1	LOC_Os12g43620	bHLH	Os12g0632600
LOC_Os12g43790.1	LOC_Os12g43790	bZIP	Os12g0634500
LOC_Os01g13520.1	LOC_Os01g13520	ARF	Os01g0236300
LOC_Os01g13520.2	LOC_Os01g13520	ARF	Os01g0236300
LOC_Os01g48060.1	LOC_Os01g48060	ARF	Os01g0670800
LOC_Os01g48060.2	LOC_Os01g48060	ARF	Os01g0670800
LOC_Os01g48060.3	LOC_Os01g48060	ARF	Os01g0670800
LOC_Os01g54990.1	LOC_Os01g54990	ARF	Os01g0753500
LOC_Os01g70270.1	LOC_Os01g70270	ARF	Os01g0927600
LOC_Os01g70270.2	LOC_Os01g70270	ARF	Os01g0927600
LOC_Os01g70270.3	LOC_Os01g70270	ARF	Os01g0927600
LOC_Os01g70270.4	LOC_Os01g70270	ARF	Os01g0927600
LOC_Os02g04810.1	LOC_Os02g04810	ARF	Os02g0141100
LOC_Os02g06910.1	LOC_Os02g06910	ARF	Os02g0164900
LOC_Os02g35140.1	LOC_Os02g35140	ARF	Os02g0557200
LOC_Os02g41800.1	LOC_Os02g41800	ARF	Os02g0628600
LOC_Os02g41800.2	LOC_Os02g41800	ARF	Os02g0628600
LOC_Os04g36054.1	LOC_Os04g36054	ARF	Os04g0442000
LOC_Os04g43910.1	LOC_Os04g43910	ARF	Os04g0519700
LOC_Os04g56850.1	LOC_Os04g56850	ARF	Os04g0664400
LOC_Os04g56850.2	LOC_Os04g56850	ARF	Os04g0664400
LOC_Os04g57610.1	LOC_Os04g57610	ARF	Os04g0671900
LOC_Os04g57610.3	LOC_Os04g57610	ARF	Os04g0671900
LOC_Os04g59430.1	LOC_Os04g59430	ARF	Os04g0690600
LOC_Os05g43920.1	LOC_Os05g43920	ARF	Os05g0515400
LOC_Os05g48870.1	LOC_Os05g48870	ARF	Os05g0563400
LOC_Os06g09660.1	LOC_Os06g09660	ARF	Os06g0196700
LOC_Os06g46410.1	LOC_Os06g46410	ARF	Os06g0677800
LOC_Os06g46410.2	LOC_Os06g46410	ARF	Os06g0677800
LOC_Os06g47150.1	LOC_Os06g47150	ARF	Os06g0685700
LOC_Os06g47150.2	LOC_Os06g47150	ARF	Os06g0685700
LOC_Os06g47150.3	LOC_Os06g47150	ARF	Os06g0685700
LOC_Os06g47150.4	LOC_Os06g47150	ARF	Os06g0685700
LOC_Os06g48950.1	LOC_Os06g48950	ARF	Os06g0702600
LOC_Os07g08520.1	LOC_Os07g08520	ARF	Os07g0183050
LOC_Os07g08520.1	LOC_Os07g08520	ARF	Os07g0183100
LOC_Os07g08540.1	LOC_Os07g08540	ARF	Os07g0183350
LOC_Os07g08600.1	LOC_Os07g08600	ARF	Os07g0183700
LOC_Os08g40900.1	LOC_Os08g40900	ARF	Os08g0520500
LOC_Os08g40900.1	LOC_Os08g40900	ARF	Os08g0520550
LOC_Os08g40900.2	LOC_Os08g40900	ARF	Os08g0520500
LOC_Os08g40900.2	LOC_Os08g40900	ARF	Os08g0520550
LOC_Os10g33940.1	LOC_Os10g33940	ARF	Os10g0479900
LOC_Os11g32110.1	LOC_Os11g32110	ARF	Os11g0523800
LOC_Os11g32110.2	LOC_Os11g32110	ARF	Os11g0523800
LOC_Os11g32110.3	LOC_Os11g32110	ARF	Os11g0523800
LOC_Os11g32110.4	LOC_Os11g32110	ARF	Os11g0523800
LOC_Os12g29520.1	LOC_Os12g29520	ARF	Os12g0479400
LOC_Os12g29520.2	LOC_Os12g29520	ARF	Os12g0479400
LOC_Os12g29520.3	LOC_Os12g29520	ARF	Os12g0479400
LOC_Os12g29520.4	LOC_Os12g29520	ARF	Os12g0479400
LOC_Os12g29520.5	LOC_Os12g29520	ARF	Os12g0479400
LOC_Os12g41950.1	LOC_Os12g41950	ARF	Os12g0613700
LOC_Os01g13300.1	LOC_Os01g13300	B3	Os01g0234100
LOC_Os01g51610.1	LOC_Os01g51610	B3	Os01g0713600
LOC_Os01g52514.1	LOC_Os01g52514	B3	Os01g0723500
LOC_Os01g52540.1	LOC_Os01g52540	B3	Os01g0723700
LOC_Os01g67830.1	LOC_Os01g67830	B3	Os01g0905400
LOC_Os01g68370.1	LOC_Os01g68370	B3	Os01g0911700
LOC_Os01g68370.2	LOC_Os01g68370	B3	Os01g0911700
LOC_Os01g68370.3	LOC_Os01g68370	B3	Os01g0911700
LOC_Os01g68370.4	LOC_Os01g68370	B3	Os01g0911700
LOC_Os02g10420.1	LOC_Os02g10420	B3	Os02g0197750
LOC_Os02g25820.1	LOC_Os02g25820	B3	Os02g0455800
LOC_Os02g25830.1	LOC_Os02g25830	B3	Os02g0455900
LOC_Os02g38470.1	LOC_Os02g38470	B3	Os02g0598200
LOC_Os02g45850.1	LOC_Os02g45850	B3	Os02g0683500
LOC_Os03g02900.1	LOC_Os03g02900	B3	Os03g0120900
LOC_Os03g06850.1	LOC_Os03g06850	B3	Os03g0164300
LOC_Os03g06850.2	LOC_Os03g06850	B3	Os03g0164300
LOC_Os03g06850.3	LOC_Os03g06850	B3	Os03g0164300
LOC_Os03g06850.4	LOC_Os03g06850	B3	Os03g0164300
LOC_Os03g06850.5	LOC_Os03g06850	B3	Os03g0164300
LOC_Os03g08620.1	LOC_Os03g08620	B3	Os03g0184500
LOC_Os03g11370.1	LOC_Os03g11370	B3	Os03g0212300
LOC_Os03g42230.1	LOC_Os03g42230	B3	Os03g0619600
LOC_Os03g42240.1	LOC_Os03g42240	B3	Os03g0619800
LOC_Os03g42280.1	LOC_Os03g42280	B3	Os03g0620400
LOC_Os03g42280.2	LOC_Os03g42280	B3	Os03g0620400
LOC_Os03g42290.1	LOC_Os03g42290	B3	Os03g0620500
LOC_Os03g42370.1	LOC_Os03g42370	B3	Os03g0621600
LOC_Os03g42370.1	LOC_Os03g42370	B3	Os03g0621650
LOC_Os03g42410.1	LOC_Os03g42410	B3	Os03g0621900
LOC_Os03g42420.1	LOC_Os03g42420	B3	Os03g0622100
LOC_Os03g42430.1	LOC_Os03g42430	B3	Os03g0622200
LOC_Os04g27960.1	LOC_Os04g27960	B3	Os04g0346900
LOC_Os04g27990.1	LOC_Os04g27990	B3	Os04g0347400
LOC_Os04g28000.1	LOC_Os04g28000	B3	Os04g0347400
LOC_Os04g31730.1	LOC_Os04g31730	B3	Os04g0386900
LOC_Os04g49230.1	LOC_Os04g49230	B3	Os04g0581400
LOC_Os04g58000.1	LOC_Os04g58000	B3	Os04g0676600
LOC_Os04g58010.1	LOC_Os04g58010	B3	Os04g0676600
LOC_Os04g58010.1	LOC_Os04g58010	B3	Os04g0676650
LOC_Os05g40280.1	LOC_Os05g40280	B3	Os05g0481400
LOC_Os06g01860.1	LOC_Os06g01860	B3	Os06g0107800
LOC_Os06g02230.1	LOC_Os06g02230	B3	Os06g0112300
LOC_Os06g09420.1	LOC_Os06g09420	B3	Os06g0194400
LOC_Os06g42630.1	LOC_Os06g42630	B3	Os06g0632500
LOC_Os07g08530.1	LOC_Os07g08530	B3	Os07g0183200
LOC_Os07g12820.1	LOC_Os07g12820	B3	Os07g0232100
LOC_Os07g17230.1	LOC_Os07g17230	B3	Os07g0273700
LOC_Os07g37610.1	LOC_Os07g37610	B3	Os07g0563300
LOC_Os07g48200.1	LOC_Os07g48200	B3	Os07g0679700
LOC_Os07g48200.2	LOC_Os07g48200	B3	Os07g0679700
LOC_Os08g01090.1	LOC_Os08g01090	B3	Os08g0101000
LOC_Os08g01090.2	LOC_Os08g01090	B3	Os08g0101000
LOC_Os08g06120.1	LOC_Os08g06120	B3	Os08g0157700
LOC_Os08g23470.1	LOC_Os08g23470	B3	Os08g0324300
LOC_Os08g23570.1	LOC_Os08g23570	B3	Os08g0325134
LOC_Os10g07060.1	LOC_Os10g07060	B3	Os10g0158625
LOC_Os10g17630.1	LOC_Os10g17630	B3	Os10g0323000
LOC_Os10g39190.1	LOC_Os10g39190	B3	Os10g0537100
LOC_Os11g05740.1	LOC_Os11g05740	B3	Os11g0156000
LOC_Os11g09160.1	LOC_Os11g09160	B3	Os11g0197600
LOC_Os11g09160.2	LOC_Os11g09160	B3	Os11g0197600
LOC_Os12g06080.1	LOC_Os12g06080	B3	Os12g0157000
LOC_Os12g40070.1	LOC_Os12g40070	B3	Os12g0591300
LOC_Os12g40080.1	LOC_Os12g40080	B3	Os12g0591500
LOC_Os12g40090.1	LOC_Os12g40090	B3	Os12g0591500
LOC_Os12g40120.1	LOC_Os12g40120	B3	Os12g0592300
LOC_Os01g67410.1	LOC_Os01g67410	AP2	Os01g0899800
LOC_Os02g40070.1	LOC_Os02g40070	AP2	Os02g0614300
LOC_Os03g56050.1	LOC_Os03g56050	AP2	Os03g0770700
LOC_Os03g60430.1	LOC_Os03g60430	AP2	Os03g0818800
LOC_Os03g60430.2	LOC_Os03g60430	AP2	Os03g0818800
LOC_Os04g42570.1	LOC_Os04g42570	AP2	Os04g0504500
LOC_Os04g55560.2	LOC_Os04g55560	AP2	Os04g0649100
LOC_Os04g55560.3	LOC_Os04g55560	AP2	Os04g0649100
LOC_Os04g55970.2	LOC_Os04g55970	AP2	Os04g0653600
LOC_Os05g03040.1	LOC_Os05g03040	AP2	Os05g0121600
LOC_Os05g03040.2	LOC_Os05g03040	AP2	Os05g0121600
LOC_Os05g03040.3	LOC_Os05g03040	AP2	Os05g0121600
LOC_Os05g45954.1	LOC_Os05g45954	AP2	Os05g0536250
LOC_Os06g05340.1	LOC_Os06g05340	AP2	Os06g0145700
LOC_Os06g43220.1	LOC_Os06g43220	AP2	Os06g0639200
LOC_Os07g13170.1	LOC_Os07g13170	AP2	Os07g0235800
LOC_Os07g13170.2	LOC_Os07g13170	AP2	Os07g0235800
LOC_Os11g03540.1	LOC_Os11g03540	AP2	Os11g0129700
LOC_Os11g19060.1	LOC_Os11g19060	AP2	Os11g0295900
LOC_Os12g03290.1	LOC_Os12g03290	AP2	Os12g0126300
LOC_Os03g19900.1	LOC_Os03g19900	AP2	Os03g0313100
LOC_Os04g55970.1	LOC_Os04g55970	AP2	Os04g0653600
LOC_Os01g04020.1	LOC_Os01g04020	ERF	Os01g0131600
LOC_Os01g04020.2	LOC_Os01g04020	ERF	Os01g0131600
LOC_Os01g07120.1	LOC_Os01g07120	ERF	Os01g0165000
LOC_Os01g07120.2	LOC_Os01g07120	ERF	Os01g0165000
LOC_Os01g10370.1	LOC_Os01g10370	ERF	Os01g0200600
LOC_Os01g12440.1	LOC_Os01g12440	ERF	Os01g0224100
LOC_Os01g21120.1	LOC_Os01g21120	ERF	Os01g0313300
LOC_Os01g46870.1	LOC_Os01g46870	ERF	Os01g0657400
LOC_Os01g54890.1	LOC_Os01g54890	ERF	Os01g0752500
LOC_Os01g58420.1	LOC_Os01g58420	ERF	Os01g0797600
LOC_Os01g59780.1	LOC_Os01g59780	ERF	Os01g0813300
LOC_Os01g64790.1	LOC_Os01g64790	ERF	Os01g0868000
LOC_Os01g66270.1	LOC_Os01g66270	ERF	Os01g0885900
LOC_Os01g73770.1	LOC_Os01g73770	ERF	Os01g0968800
LOC_Os02g06330.1	LOC_Os02g06330	ERF	None
LOC_Os02g09650.1	LOC_Os02g09650	ERF	Os02g0189500
LOC_Os02g10760.1	LOC_Os02g10760	ERF	Os02g0202000
LOC_Os02g13710.1	LOC_Os02g13710	ERF	Os02g0231000
LOC_Os02g29550.1	LOC_Os02g29550	ERF	Os02g0499000
LOC_Os02g29550.2	LOC_Os02g29550	ERF	Os02g0499000
LOC_Os02g29550.3	LOC_Os02g29550	ERF	Os02g0499000
LOC_Os02g32040.1	LOC_Os02g32040	ERF	Os02g0520000
LOC_Os02g32140.1	LOC_Os02g32140	ERF	Os02g0521100
LOC_Os02g34260.1	LOC_Os02g34260	ERF	Os02g0546600
LOC_Os02g34270.1	LOC_Os02g34270	ERF	None
LOC_Os02g35240.1	LOC_Os02g35240	ERF	Os02g0558700
LOC_Os02g38090.1	LOC_Os02g38090	ERF	Os02g0594300
LOC_Os02g42585.1	LOC_Os02g42585	ERF	Os02g0638650
LOC_Os02g43790.1	LOC_Os02g43790	ERF	Os02g0654700
LOC_Os02g43820.1	LOC_Os02g43820	ERF	Os02g0655200
LOC_Os02g43940.1	LOC_Os02g43940	ERF	Os02g0656600
LOC_Os02g43970.1	LOC_Os02g43970	ERF	Os02g0657000
LOC_Os02g45420.1	LOC_Os02g45420	ERF	Os02g0676800
LOC_Os02g45450.1	LOC_Os02g45450	ERF	Os02g0677300
LOC_Os02g51670.1	LOC_Os02g51670	ERF	Os02g0752800
LOC_Os02g52670.1	LOC_Os02g52670	ERF	Os02g0764700
LOC_Os02g54050.1	LOC_Os02g54050	ERF	Os02g0781300
LOC_Os02g54160.1	LOC_Os02g54160	ERF	Os02g0782700
LOC_Os02g54160.2	LOC_Os02g54160	ERF	Os02g0782700
LOC_Os02g55380.1	LOC_Os02g55380	ERF	Os02g0797100
LOC_Os03g05590.1	LOC_Os03g05590	ERF	Os03g0150200
LOC_Os03g07830.1	LOC_Os03g07830	ERF	Os03g0174400
LOC_Os03g07940.1	LOC_Os03g07940	ERF	Os03g0176300
LOC_Os03g08460.1	LOC_Os03g08460	ERF	Os03g0182800
LOC_Os03g08470.1	LOC_Os03g08470	ERF	Os03g0183000
LOC_Os03g08470.2	LOC_Os03g08470	ERF	Os03g0183000
